Building Name (1),樓宇名稱 (一),Building Name (2),樓宇名稱 (二),Building Name (3),樓宇名稱 (三),Address (1),樓宇地址(一),Address (2),樓宇地址(二),Address (3),樓宇地址(三),"Year of Completion
落成年份","Owners' Corporation
業主立案法團",Remark,備註
Palm Springs,加州花園,Ventura,俊仕居,,,,,Phoneix Path,鳳凰徑,,,1996,,,
Palm Springs,加州花園,Westwood,偉仕居,,,,,"Camelia Path, Cedar Path,
Cherry Path, Ficus Path,
Gmelina Path, Hibiscus Path,
Kapok Path, Laurel Path,
Lotus Path, Maize Path,
Michelia Path, Orchid Path,
Pinaceae Drive & Prunus Path","茶花徑、金松徑、
櫻桃徑、榕翠徑、
華梓徑、紅花徑、
紅棉徑、桂花徑、
荷花徑、金粟徑、
米蘭徑、紫蘭徑、
翠松徑及金桃徑",,,1994,,,
Paloma Bay,雍澄灣,,,,,"18 Peng Lei Rd.,
Peng Chau",坪洲 坪利路18號,,,,,2016,,,
Paloma Cove,雍澄海岸,,,,,"8 Peng Chau Ho King St.,
Peng Chau","坪洲
坪洲好景街8號",,,,,2016,,,
Pan Long Villa,碧浪別墅,,,,,"22 Hang Hau Wing Lung
Rd., Sai Kung","西貢坑口
永隆路22號",,,,,1977,P,,
Panda Hotel,悅來酒店,,,,,"3 Tsuen Wah St.,
Tsuen Wan","荃灣
荃華街3號",,,,,1991,,,
Paramount Publishing Group Ltd.,,,,,,"3 Chun Kwong St.,
Sai Kung","西貢
駿光街3號",,,,,1996,,,
Parc City,全．城滙,,,,,"98 Tai Ho Rd.,
Tsuen Wan","荃灣
大河道98號",,,,,2018,,,
Parc Royale,聚龍居,,,,,"8 Hin Tai St.,
Sha Tin","沙田
顯泰街8號",,,,,1995,P,,
Parc Versailles,帝欣苑,,,,,Tai Po,大埔,,,,,1996,P,,
Parc Versailles,帝欣苑,Blocks 1-20,第1-20座,,,,,8 Mui Shu Hang Rd.,梅樹坑路8號,,,,P,,
Parc Versailles,帝欣苑,Blocks 21-37,第21-37座,,,,,3 Mui Shu Hang Rd.,梅樹坑路3號,,,,P,,
Paris Park Villa,八佰花園,,,,,"98 Ha Wo Che Village,
Sha Tin","沙田
下禾輋村98號",,,,,1991,,,
Park Belvedere,雅景臺,,,,,"188 Ma On Shan Rd.,
Ma On Shan","馬鞍山
馬鞍山路188號",,,,,1998,P,See Appendix V,見附錄V
Park Belvedere,雅景臺,Towers 1-4,第1至4座,,,,,,,,,,P,See Appendix V,見附錄V
Park Central,將軍澳中心,,,,,Tseung Kwan O,將軍澳,,,,,,,,
Park Central,將軍澳中心,Blocks 1-12,1-12座,,,,,9 Tong Tak St.,唐德街9號,,,2002,,,
Park Central,將軍澳中心,Central Heights,將軍澳豪庭,,,,,9 Tong Tak St.,唐德街9號,,,2005,,,
Park Court,柏苑,,,,,"Ground Floor:
15 & 19 Kai Fat Path,
Tuen Mun, 31/33,
37/43 Tak Ching Court
Upper Floors:
17 Kai Fat Path &
35 Tak Ching Court","地下︰
屯門啟發徑15及
19號、德政圍
31/33、37/43號
樓上各層︰
啟發徑17號及
德政圍35號",,,,,1975,P,,
Park Hillcrest,柏逸,,,,,"108 Tong Yan San Tsuen Rd.,
Ping Shan, Yuen Long","元朗屏山
唐人新村路108號",,,,,2018,,,
Park Island,珀麗灣,,,,,"8 Pak Lai Rd.,
Ma Wan","馬灣
珀麗路8號",,,,,,,,
Park Island,珀麗灣,Beach Commercial Complex,沙灘商場,,,,,,,,,2003,,,
Park Island,珀麗灣,"Blocks 1, 19-23 & 25",(1、19-23 及 25座),,,,,,,,,2004,,,
Park Island,珀麗灣,"Blocks 2-3, 5-13 & 15-18",(2-3、5-13 及 15-18座),,,,,,,,,2002,,,
Park Island,珀麗灣,Oceancrest,,,,,,,,,,2006,,,
Park Island,珀麗灣,Oceancrest,,Blocks 26-31,26-31座,,,,,,,,,,
Park Mediterranean,逸瓏海滙,,,,,"9 Hong Tsuen Rd.,
Sai Kung","西貢
康村路9號",,,,,2017,,,
Park Nara,泉薈,,,,,"88 Hung Yuen Rd.,
Yuen Long","元朗
洪元路88號",,,,,2011,,,
Park Reach,尚悅．方,,,,,"33 Shap Pat Heung Rd.,
Yuen Long","元朗
十八鄉路33號",,,,,2019,,,
Park Royale,御豪山莊,,,,,"38 Town Park Rd. N.,
Yuen Long","元朗
公園北路38號",,,,,1999,P,,
Park Shing Villa,栢成小築,,,,,"GLL C12632,
9A Tai Kwai Wan San Tsuen,
Cheung Chau","長洲
大貴灣新村9A號
政府地牌照第C12632號",,,,,-,,,
Park Sun Factory Building,百新工業大廈,,,,,"97-107 Wo Yi Hop Rd.,
Kwai Chung","葵涌
和宜合道97-107號",,,,,1974,,,
Park Tsuen Commercial Building,百萬行,,,,,"189 Castle Peak Rd.
Tsuen Wan, Tsuen Wan","荃灣青山公路
荃灣段189號",,,,,1981,P,,
Park View Garden,翠景花園,,,,,"8 Pik Tin St.,
Sha Tin","沙田
碧田街8號",,,,,1994,,,
Park Villa,柏園,,,,,"DD 83 Lots 806 RP etc.,
Hai Wing Rd.,
Off Sha Tau Kok Rd.,
Lung Yeuk Tau","近沙頭角公路
龍躍頭段
凱榮路第83約
第806號地段的餘段等",,,,,-,,,
Park Villa,柏巒,,,,,"116 Tong Yan San Tsuen Rd.,
Ping ShanYuen Long","元朗屏山
唐人新村路116 號",,,,,2010,,,
Park Yoho,,,,,,"18 Castle Peak Rd. Tam Mi,
Yuen Long","元朗青山公路
潭尾段18號",,,,,2015,,,
Park Yoho,,"Towers 9A, 9B, 10A,10B, 11A &
11B","9A, 9B, 10A, 10B, 11A & 11B座",,,,,,,,,,,,
Park Yoho Genova,,,,,,"18 Castle Peak Rd. Tam Mi,
Yuen Long","元朗青山公路
潭尾段18號",,,,,2017,,,
Park Yoho Genova,,"Towers 12, 15A, 15B, 16A, 16B, 17,
18A, 18B, 19, 29, 30A & 30B","12, 15A, 15B, 16A, 16B, 17,
18A, 18B, 19, 29, 30A & 30B座",,,,,,,,,,,,
Park Yoho Milano,,,,,,"18 Castle Peak Rd. Tam Mi,
Yuen Long","元朗
青山公路潭尾段18號",,,,,2017,,,
Park Yoho Napoli,,,,,,"18 Castle Peak Rd. Tam Mi,
Yuen Long","元朗青山公路
潭尾段18號",,,,,2017,,,
Park Yoho Napoli,,"Towers 20, 21A, 21B, 22, 23A, 23B,
25A, 25B, 26, 27A, 27B & 28","20, 21A, 21B, 22, 23A, 23B,
25A, 25B, 26, 27A, 27B & 28座",,,,,,,,,,,,
Park Yoho Sicilia,,,,,,"18 Castle Peak Rd. Tam Mi,
Yuen Long","元朗青山公路
潭尾段18號",,,,,2015,,,
Park Yoho Sicilia,,Towers 1A & 1B,1A & 1B座,,,,,,,,,,,,
Park Yoho Venezia,,,,,,"18 Castle Peak Rd. Tam Mi,
Yuen Long","元朗青山公路
潭尾段18號",,,,,2015,,,
Park Yoho Venezia,,"Towers 2A, 2B, 3A, 3B, 5A, 5B,
6A, 6B, 7A & 7B","2A, 2B, 3A, 3B, 5A, 5B,
6A, 6B, 7A & 7B座",,,,,,,,,,,,
"Park'N Shop Sheung Shui
Fresh Food Distribution Centre",上水百佳新鮮食品分發中心,,,,,"6 Ka Fu Close,
Sheung Shui","上水
嘉富坊6號",,,,,1991,,,
Parkford Garden,百福花園,,,,,"6 Chi Fuk Circuit,
Fanling","粉嶺
置福圍6號",,,,,1995,P,,
Parkland Villas,叠茵庭,,,,,"1 Tuen On Lane,
Tuen Mun","屯門
屯安里1號",,,,,1999,P,,
Parklane Centre,百利中心,,,,,"25 Kin Wing St.,
Tuen Mun","屯門
建榮街25號",,,,,1995,,,
Parklane Square,栢麗廣場,,,,,"2 Tuen Hi Rd.,
Tuen Mun","屯門
屯喜路2號",,,,,1997,,,
Parkside Villa,柏麗豪園,,,,,"23 Town Park Rd. S.,
Yuen Long","元朗
公園南路23號",,,,,1997,P,,
Parkview Court,慧景閣,,,,,"8 Yuk Hong St.,
Tuen Mun","屯門
育康街8號",,,,,2000,,,
Parkview Garden,柏雨花園,,,,,"1-16 Chui Pak Rd.,
Hung Shui Kiu","洪水橋
翠柏路1-16號",,,,,1978,P,,
Passenger Clearance Building,旅檢大樓,,,,,"33 Shun Fai Rd.,
HZMB Hong Kong Port,
Lantau Island","大嶼山港珠澳大橋香港口岸
順暉路33號",,,,,-,,,
Pat Chun Building,八珍大樓,,,,,"18 Chun Wang St,
Tseung Kwan O Industrial
Estate, Tseung Kwan O","將軍澳
將軍澳工業邨
駿宏街18號",,,,,2011,,,
Pat Heung Central Primary School,八鄉中心小學,,,,,"199 Lin Fa Tei,
Pat Heung, Yuen Long","元朗八鄉
蓮花地199號",,,,,-,,,
"Pat Heung Sheung Tsuen
Rural Association",八鄉上村村公所,,,,,"DD 114 C.L.L. 2227,
(3A) Sheung Tsuen,
Pat Heung","八鄉上村 (3A號)
第114約官地牌照
第2227號",,,,,-,,,
"Pat Heung Vegetable Marketing &
Credit Co-operative
Society Limited","八鄉蔬菜產銷及貸款
有限責任合作社",,,,,"172 Shek Wu Tong Tsuen,
Pat Heung, Yuen Long","元朗八鄉
石湖塘村172號",,,,,-,,,
Pattaya,芭堤雅,,,,,"208 Wing Lung Wai,
Kam Tin, Yuen Long","元朗錦田
永隆圍208號",,,,,-,,,
Paulene Villa,寶燕園,,,,,"DD 6 Lot 1423,
Off Kam Shan Rd., Tai Po","大埔近錦山路第6約
第1423號地段",,,,,-,,,
Pauline Building,寶蓮樓,,,,,"9/15 Heung Sze Wui St.,
Tai Po","大埔
鄉事會街9/15號",,,,,1972,,,
"PC3 Product Customization
& Consolidation Centre",,,,,,"12 Dai Kwai St.,
Tai Po Industrial Estate, Tai Po","大埔大埔工業邨
大貴街12號",,,,,2010,,,
"PCCW Ma Mei Ha
Telephone Exchange",電訊盈科馬尾下電話機樓,,,,,"2 Ping Che Rd.,
Fanling","粉嶺
坪輋路2號",,,,,-,,,
Peace House,平愛大廈,,,,,"Ground Floor:
21 & 21A Wo Tik St. &
22 Tai Uk St., Tsuen Wan
Upper Floors:
33/39 San Tsuen St.","地下︰
荃灣禾笛街21及
21A號及大屋街22號
樓上各層︰
新村街33/39號",,,,,1964,P,,
Peak Castle,珀居,,,,,"8A/8H, 8J, 10, 12 &
16/22 Kwun Fat St.,
Tuen Mun","屯門
冠發街8A/8H、8J、10、12及
16/22號",,,,,2016,,,
Peak One,壹號雲頂,,,,,"63 Mei Tin Rd.,
Tai Wai","大圍
美田路63號",,,,,2008,,,
Peak Villa,山頂花園,,,,,"10/12 Nam Shan Rd.,
Peng Chau","坪洲
南山路10/12號",,,,,1986,P,,
Peakville,碧浪苑,,,,,"22A Cheung Chau Peak Rd.,
Cheung Chau","長洲
長洲山頂道22A號",,,,,-,P,,
Pearl Garden,龍珠花園,,,,,"7 Tsing Lung Rd.,
Tuen Mun","屯門
青龍路7號",,,,,1990,P,,
Pearl House,明珠樓,,,,,"Ground Floor:
1/11 & 1A/11A
Yuen Long On Lok Rd.,
Yuen Long
Upper Floors:
1/11 Yuen Long On Lok Rd.","地下︰
元朗
元朗安樂路
1/11號及1A/11A號
樓上各層︰
元朗安樂路1/11號",,,,,1973,P,,
Pearl Island Garden,龍珠島花園,,,,,"11 Tsing Lung Rd.,
Tuen Mun","屯門
青龍路11號",,,,,,P,,
Pearl Island Garden,龍珠島花園,Blocks 1-5,第1-5座,,,,,,,,,1990,P,,
Pearl Island Garden,龍珠島花園,Blocks 6-9,第6-9座,,,,,,,,,1991,P,,
Pearl Island Villas,龍珠島別墅,,,,,"9 Tsing Lung Rd.,
Tuen Mun","屯門
青龍路9號",,,,,1971,P,,
Pearl Island Villas Eastern Block,龍珠島別墅東座,,,,,"5 Tsing Lung Rd.,
Tuen Mun","屯門
青龍路5號",,,,,1978,P,,
Pearl Vista,明珠華軒,,,,,"9 San Lok St.,
Sheung Shui","上水
新樂街9號",,,,,1998,P,,
Pebble Beach,,,,,,"3 Tsing Bik St.,
Tuen Mun","屯門
青碧街3號",,,,,1984,,,
Pegasus Villa,駿興台,,,,,"DD CC 1769 Cheung Chau
Sports Rd., Cheung Chau","長洲體育路
地段1769號",,,,,-,P,,
Peng Chau Chi Yan Public School,志仁學校,,,,,"DD PC 182B & etc.,
Peng Chau","坪洲
第182號地段B段等",,,,,-,,,
"Peng Chau Choi Yuen Hong
Public School",坪洲菜園行公立學校,,,,,"Wai Tsai Tseng,
San Tsuen, Peng Chau","坪洲
圍仔井新村",,,,,-,,,
Peng Chau Clinic,坪洲健康院,,,,,"1A Shing Ka Rd.,
Peng Chau","坪洲
聖家路1A號",,,,,-,,,
Peng Chau Fire Station,坪洲消防局,,,,,"16 Po Peng St.,
Peng Chau","坪洲
寶坪街16號",,,,,-,,,
Peng Chau Market,坪洲街市,,,,,"2 Po Peng St.,
Peng Chau","坪洲
寶坪街2號",,,,,-,,,
"Peng Chau Municipal
Services Building",坪洲市政大廈,,,,,"6 Po Peng St.,
Peng Chau","坪洲
寶坪街6號",,,,,-,,,
Peng Chau Rural Committee Building,坪洲鄉事委員會,,,,,"CLL C9630
Yuen Ling Tsai, Peng Chau","坪洲元嶺仔官地牌照
第C9630號",,,,,-,,,
Peng Chau Theatre,坪洲戲院,,,,,"15 Wai Tsai St.,
Peng Chau","坪洲
圍仔街15號",,,,,1978,,,
Peng Kwai Garden Villas,坪貴花園別墅,,,,,"14 Nam Shan Rd.,
Peng Chau","坪洲
南山路14號",,,,,1987,,,
Peng Lai Court,坪麗苑,,,,,"2 Lok Peng St.,
Peng Chau",坪洲樂坪街2號,,,,,1996,P,See Appendix III,見附錄III
Peng Lai Court,坪麗苑,Block A,A座,,,,,,,,,,P,See Appendix III,見附錄III
Peninsula Factory Building,半島工業大廈,,,,,"250/254 Texaco Rd.,
Tsuen Wan","荃灣
德士古道250/254號",,,,,1963,P,,
Pentahotel Hong Kong Tuen Mun,香港屯門貝爾特酒店,,,,,"6 Tsun Wen Rd.,
Tuen Mun","屯門
震寰路6號",,,,,1982,,,
"Pentecostal Gin Mao Sheng
Primary School",五旬節靳茂生小學,,,,,"4 Pik Fung Rd.,
Fanling","粉嶺
壁峰路4號",,,,,-,,,
Pentecostal Lam Hon Kwong School,五旬節林漢光中學,,,,,"11-23 Ngan Shing St.,
Sha Tin","沙田
銀城街11-23號",,,,,-,,,
"Pentecostal Yu Leung Fat
Primary School",五旬節于良發小學,,,,,"16 Fai Ming Rd.,
Fanling","粉嶺
暉明路16號",,,,,-,,,
Pentland Court,,,,,,"33 Ng Fai Tin,
Clear Water Bay","清水灣
五塊田33號",,,,,1987,,,
Peridot Court,瑜翠園,,,,,"9 Yu Chui St.,
Tuen Mun","屯門
瑜翠街9號",,,,,1991,P,,
Philip Teng Hall,近輝樓,,,,,"23 Cheung Chau Peak Rd.,
Cheung Chau","長洲
長洲山頂道23號",,,,,1987,,,
Philips Tai Po Industrial Building,,,,,,"7 Dai Shun St.,
Tai Po","大埔
大順街7號",,,,,1982,,,
Phiox Court,海棠茅舍,,,,,"DD 221 Lot 1099,
Off Tai Mong Tsai Rd.,
Sha Kok Mei","沙角尾
近大網仔路第221約
第1099號地段",,,,,-,,,
Phoenix Centre,鳳凰中心,,,,,"2/6 Dai King St., Tai Po
Industrial Estate, Tai Po","大埔大埔工業邨
大景街2/6號",,,,,1990,,,
Phoenix Garden,鳳崗花園,,,,,"DD 95 Lot 2137
Fung Kong, Sheung Shui","上水鳳崗第95約
第2137號地段",,,,,-,P,,
Pictorial Garden Phase I,碧濤花園第一期,,,,,"19/21 On King St.,
Sha Tin","沙田
安景街19/21號",,,,,1991,P,,
Pictorial Garden Phase I,碧濤花園第一期,Abbey Court,雅碧閣,,,,,,,,,,P,,
Pictorial Garden Phase I,碧濤花園第一期,Belleve Court,百利閣,,,,,,,,,,P,,
Pictorial Garden Phase I,碧濤花園第一期,Capilano Court,金蘭閣,,,,,,,,,,P,,
Pictorial Garden Phase II,碧濤花園第二期,,,,,"23 On King St.,
Sha Tin","沙田
安景街23號",,,,,1993,P,,
Pictorial Garden Phase II,碧濤花園第二期,Delite Court,都美閣,,,,,,,,,,P,,
Pictorial Garden Phase II,碧濤花園第二期,Elegant Court,怡景閣,,,,,,,,,,P,,
Pictorial Garden Phase II,碧濤花園第二期,Forum Court,富臨閣,,,,,,,,,,P,,
Pictorial Garden Phase II,碧濤花園第二期,Galaxy Court,嘉麗閣,,,,,,,,,,P,,
Pictorial Garden Phase III,碧濤花園第三期,,,,,"25 On King St.,
Sha Tin","沙田
安景街25號",,,,,1993,,,
Pictorial Garden Phase III,碧濤花園第三期,Hillview Court,峯景閣,,,,,,,,,,,,
Pictorial Garden Phase III,碧濤花園第三期,Iris Court,雅芝閣,,,,,,,,,,,,
Pictorial Garden Phase III,碧濤花園第三期,Juniper Court,翠栢閣,,,,,,,,,,,,
Pierhead Garden,海翠花園,,,,,"168/236 Wu Chui Rd.,
Tuen Mun","屯門
湖翠路168/236號",,,,,1988,P,,
Pik Ngar Yuen,碧雅苑,,,,,"133 Tin Liu Tsuen,
Yuen Long","元朗
田寮村133號",,,,,1988,,,
Pik Sha Garden,碧沙花園,,,,,"9 Pik Sha Rd.,
Sai Kung","西貢
碧沙路9號",,,,,1975,P,,
Pik Uk Correctional Institution,壁屋懲教所,,,,,"399 Clear Water Bay Rd.,
Sai Kung","西貢
清水灣道399號",,,,,-,,,
Pik Uk Prison,壁屋監獄,,,,,"397 Clear Water Bay Rd.,
Sai Kung","西貢
清水灣道397號",,,,,-,,,
Pillar Point Fire Station,望后石消防局,,,,,"3 Ho Wan St.,
Tuen Mun","屯門
浩運街3號",,,,,-,,,
Pine Court,松栢花園,,,,,"241 Pak Sha Tsuen,
Shap Pat Heung, Yuen Long","元朗十八鄉
白沙村241號",,,,,-,,,
Pine Hill Villas,松山小築,,,,,"DD 114 Lots 371, 372,
373, 374A, 374B,
374D & 374 RP
Off Kam Tin Rd.,
Yuen Long","元朗近錦田公路
第114約第371、372、
373、374A、374B、
374D號地段及
第374號地段的餘段",,,,,-,,,
Pine House,松屋,,,,,"307 Castle Peak Rd.
Ting Kau, Tsuen Wan","荃灣汀九段
青山公路307號",,,,,1973,,,
Pine Ridge,,,,,,"18 Fei Ngo Shan Rd.,
Sai Kung","西貢
飛鵝山道18 號",,,,,1976,,,
Pine Villa,,,,,,"15 Chi Fuk Circuit,
Fanling","粉嶺
置福圍15號",,,,,1965,,,
Pine Villa,松栢園,,,,,"15 Yung Ping Path,
Kau To, Sha Tin","沙田九肚
雍坪徑15號",,,,,1976,P,,
Pine Villa,松翠小築,,,,,"4-14 Lok Yuen Path,
Sha Tin","沙田
樂園徑4-14號",,,,,1985,P,,
Pine Villas,松園,,,,,"118 & 118A Castle Peak Rd.
Castle Peak Bay, Tuen Mun","屯門青山公路
青山灣段118及118A號",,,,,1960,P,,
Pine Villas,松園,,,,,"DD 229 Lot 223,
Clear Water Bay Rd.,
Sai Kung","西貢
清水灣道第229約
第223號地段",,,,,1972,P,,
Pinehill Village,,,,,,"DD 11 TPTL 34,
Nam Hang, Tai Po","大埔南坑第11約
大埔市地段第34號",,,,,-,,,
Pineridge,松嶺,,,,,"DD 179 Lot 626 s.F & s.G,
Off Tai Po Rd. Sha Tin","近大埔公路沙田段
第179約第626號地段
F段及G段",,,,,1983,,,
Ping Che Commercial Centre,坪輋商場,,,,,"2 Ping Che New Village,
Fanling","粉嶺
坪輋新村2號",,,,,1996,,,
Ping Che Substation,坪輋變電站,,,,,"66 Ping Che Rd.,
Fanling","粉嶺
坪輋路60號",,,,,-,,,
Ping Hong Villa,屏康居,,,,,"8 Ping Hong Lane,
Ping Shan","屏山
屏康里8號",,,,,-,P,,
Ping Lok Yuen,平樂園,,,,,"DD 51 Lots 385 & 386,
Off Jockey Club Rd.,
Shek Wu Hui","石湖墟近馬會道
第51約第385
及386號地段",,,,,-,,,
Ping On Building,平安樓,,,,,"Ground Floor:
33/39 Heung Sze Wui St.,
43 & 45 Heung Sze Wui
Square &
7 & 9 Tai Kwong Lane,
Tai Po
Upper Floors:
47 Heung Sze Wui Square &
5 Tai Kwong Lane","地下︰
大埔
鄉事會街33/39號、
鄉事會坊
43及45號及
大光里7及9號
樓上各層︰
鄉事會坊47號及
大光里5號",,,,,1971,P,,
Ping Shan Gardens,屏山花園,,,,,"DD 122 Lot 1705,
Off Castle Peak Rd.
Ping Shan, Yuen Long","元朗近青山公路
屏山段第122約
第1705號地段",,,,,-,P,,
"Ping Shan Rural Committee
Building",,,,,,"139/147 Yuen Long On
Ning Rd., Yuen Long","元朗
元朗安寧路139/147號",,,,,1975,,,
"Ping Shan Tang Clan Gallery
cum Heritage Trail Visitors Centre",屏山鄧族文物館暨文物徑訪客中心,,,,,"Off Ping Ha Rd.,
Ping Shan, Yuen Long","元朗屏山
近屏廈路",,,,,-,,,
"Ping Shan Tin Shui Wai
Leisure and Cultural Building",屏山天水圍文化康樂大樓,,,,,"1 Tsui Sing Rd.,
Yuen Long","元朗
聚星路1號",,,,,-,,,
Ping Sum House,萍心樓,,,,,"33 Ma Liu Shui San Tsuen,
Fanling","粉嶺
馬料水新村33號",,,,,-,,,
Ping Wu Garden,屏湖花園,,,,,"DD 122 PSSHL 3,
Sheung Cheung Wai,
Ping Shan, Yuen Long","元朗屏山
上章圍第122約
屏山市屋宇地段第3號",,,,,-,P,,
Ping Wu Villas,屏湖山莊,,,,,"201-203 & 205- 206
Sheung Cheung Wai,
Ping Shan, Yuen Long","元朗
屏山上章圍
201-203及205-206號",,,,,-,,,
Ping Wui Centre,屏會中心,,,,,"13-17 Ping Wui St.,
Yuen Long","元朗
屏會街13-17號",,,,,1989,,,
Ping Yan Court,屏欣苑,,,,,"65 Ping Ha Rd.,
Ping Shan Yuen Long","元朗屏山
屏廈路65號",,,,,2018,,See Appendix III,見附錄III
Ping Yan Court,屏欣苑,Ping Oi House (Blk A),屏愛閣 (A座),,,,,,,,,,,See Appendix III,見附錄III
Ping Yan Court,屏欣苑,Ping Tai House (Blk C),屏泰閣 (C座),,,,,,,,,,,See Appendix III,見附錄III
Ping Yan Court,屏欣苑,Ping Yan Shopping Centre,屏欣商場,,,,,,,,,,,See Appendix III,見附錄III
Ping Yan Court,屏欣苑,Ping Yin House (Blk B),屏彥閣 (B座),,,,,,,,,,,See Appendix III,見附錄III
Ping Yeung Public School,坪洋公立學校,,,,,"Off Ping Che Rd.,
Fanling","粉嶺
近坪輋路",,,,,-,,,
Ping Yuen,萍苑,,,,,"29 Shing Ho Rd.,
Tai Wai","大圍
城河道29號",,,,,1971,,,
Pink Villa,紅樓,,,,,"2 Castle Peak Rd.
Sham Tseng, Tsuen Wan","荃灣青山公路
深井段2號",,,,,1950,,,
Pioneer Building,立進大廈,,,,,"1/5 Lam Tin St.,
Kwai Chung","葵涌
藍田街1/5號",,,,,1971,,,
Pitt Hwa Yuen,碧華苑,,,,,"119C-F Tin Liu Tsuen,
Yuen Long","元朗
田寮村119C-F號",,,,,1982,,,
Placid Groves,芊逸居,,,,,"9 Kam Sheung Rd.,
Kam Tin","錦田
錦上路9號",,,,,1997,P,,
Playmates Factory Building,彩星工業中心,,,,,"1 Tin Hau Rd.,
Tuen Mun","屯門
天后路1號",,,,,1981,,,
Playmates Factory Building,彩星工業中心,Phase I & Phase II,I期及II期,,,,,,,,,,,,
Plover Cove Garden,寶湖花園,,,,,"3 Plover Cove Rd.,
Tai Po","大埔
寶湖道3號",,,,,1990,P,,
Po Cheong Building,寶昌樓,,,,,"34/40C Wo Lung St.,
Luen Wo Market","聯和墟
和隆街34/40C號",,,,,1973,P,,
Po Chia Tai,寶架台,,,,,"DD 186 Part of Lot 371 RP,
Off Tai Po Rd. Sha Tin","近大埔公路沙田段
第186約第371號
地段的餘段部分",,,,,-,,,
Po Ching Yuen,普淨園,,,,,"200 Pai Tau Tsuen,
Sha Tin","沙田
排頭村200號",,,,,-,,,
Po Chun Yuen,寶珍園,,,,,"DD 177 Lots 450 etc.,
5 Lok Lo Ha Village,
Sha Tin","沙田落路下村5號
第177約
第450號地段及其他",,,,,1976,,,
Po Chun Yuen,葆真園,,,,,"DD 76 Lots 2234, 2231
etc., Off Sha Tau Kok Rd.,
Lung Yeuk Tau","近沙頭角公路
龍躍頭段第76約
第2234、2231號地段等",,,,,Pre 1945前,,,
Po Fai Building,保輝樓,,,,,"70/74 Yuen Long On
Ning Rd., Yuen Long","元朗
元朗安寧路70/74號",,,,,1973,,,
Po Fat Building,寶發大廈,,,,,"Ground Floor:
22A & 22B, 26-30
Tai Tong Rd. & 1-5, 7A-7E
Yu King Square, Yuen Long
Upper Floors:
24 Tai Tong Rd.","地下︰
元朗大棠路22A及
22B、26-30號及
裕景坊1-5、7A-7E號
樓上各層︰
大棠路24號",,,,,1984,P,,
Po Fook Hill,寶福山,,,,,"12 Pai Tau St.,
Sha Tin","沙田
排頭街12號",,,,,1989,,,
Po Fook Memorial Hall,寶福紀念館,,,,,"1 Yau On St.,
Sha Tin","沙田
悠安街1號",,,,,1995,,,
Po Fung Building,寶豐大廈,,,,,"1-7 Hop Yick Rd.,
Yuen Long","元朗
合益路1-7號",,,,,1984,P,,
Po Fung Building,寶豐樓,,,,,"59A Yuen Long On Ning Rd.,
Yuen Long","元朗
元朗安寧路59A號",,,,,1979,P,,
Po Fung Building,寶豐樓,,,,,"Ground Floor:
4/10 Tai Ming Lane, Tai Po
Upper Floors:
44 Tai Kwong Lane","地下︰
大埔大明里4/10號
樓上各層︰
大光里44號",,,,,1973,P,,
Po Heung Building,寶香樓,,,,,"Ground Floor:
36/42 Po Heung St., Tai Po
Upper Floors:
44 Po Heung St.","地下︰
大埔寶鄉街36/42號
樓上各層︰
寶鄉街44號",,,,,1972,P,,
Po Heung Estate,寶鄉邨,,,,,"1 Po Heung St., Tai Po",大埔寶鄉街1號,,,,,-,,See Appendix I,見附錄I
Po Heung Estate,寶鄉邨,Po Hing Hse (Blk 1),寶興樓 (1座),,,,,,,,,,,See Appendix I,見附錄I
Po Heung Estate,寶鄉邨,Po Shun Hse (Blk 2),寶順樓 (2座),,,,,,,,,,,See Appendix I,見附錄I
Po Hong Building,寶康樓,,,,,"10/16 Wo Lung St.,
Luen Wo Market","聯和墟
和隆街10/16號",,,,,1973,P,,
